Name,Size,Type,Align.,AC,HP,Speed,Swim,Fly,Climb,Burrow,STR,DEX,CON,INT,WIS,CHA,STR save,DEX save,CON save,INT save,WIS save,CHA save,Acrobatics,Animal Handling,Arcana,Athletics,Deception,History,Insight,Intimidation,Investigation,Medicine,Nature,Perception,Performance,Persuasion,Religion,Sleight of Hand,Stealth,Survival,WRI,Acid Resistance,Acid Immunity,Cold Res,Cold Immu,Fire Res,Fire Immu,Force Res,Force Immu,Lightening Res,Lightneing Immu,Necrotic Res,Necrotic Immu,Poison Res,Poison Immu,Psychic Res,Psychic Immu,Radiant Res,Radiant Immu,Slashing Res,Slashing Immu,Piercing Res,Piercing Immu,Thunder Res,Thunder Immu,Charmed Immunity,Exhaustion Immunity,Frightened Immunity,Paralyzed Immunity,Prone Immunity,Unconscious Immunity,Senses,Blindsight,Darkvision,Truesight,Tremorsense,Normal,Normal Spellcasting,Master of the Grave,Evasion,Legendary Resistance,Languages,Abyssal,Alive,All,Any,Aquan,Auran,Bothii,Celestial,Common,Creator,Deep Speech,Draconic,Druidic,Dwarvish,Elvish,Giant,Gnoll,Gnomish,Goblin,Ignan,Infernal,Infernal,Modron,None,Olman,Orc,Own,Primal,Primordial,Spider,Sylvan,Telepathy,Terran,Thayan,Thieves' Cant,Undercommon,Yikaria,Telepathy Distance,CR,Additional,Origin
"Naga, Guardian",Large,Monstrosity,LG,18,127,40,,,,,19,18,16,16,19,18,,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,"Poisonimmu, charmedimmu, poisonedimmu",,,,,,,,,,,,,,Y,,,,,,,,,,,Y,,,,,,Darkvision 60,,60,,,,,,,,"Celestial, Common",,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.00,"Rejuvenation, Normal Spellcasting",Monster Manual
"Naga, Spirit",Large,Monstrosity,CE,15,75,40,,,,,18,17,14,16,15,16,,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,"Poisonimmu, charmedimmu, poisonedimmu",,,,,,,,,,,,,,Y,,,,,,,,,,,Y,,,,,,Darkvision 60,,60,,,,,,,,Abyssal Common,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.00,"Rejuvenation, Normal Spellcasting",Monster Manual
Nagpa,Medium,Humanoid (Nagpa),NE,19,187,30,,,,,9,15,12,23,18,21,,,,Y,Y,Y,,,Y,,Y,Y,Y,,,,,Y,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Truesight 120,,,120,,,,,,,"Common, Any",,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.00,"Corruption, Paralysis, Normal Spellcasting",Mordenkainen's Tome of Foes
Neogi,Small,Aberration,LE,15,33,30,,,30,,6,16,14,13,12,15,,,,,,,,,,,,,,Y,,,,Y,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,"Common, Deep SPeech, Undercommon",,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,3.00,"Mental Fortitude, Spider Climb",Volo's Guide to Monsters
Neogi Master,Medium,Aberration,LE,15,71,30,,,30,,6,16,14,16,12,18,,,,,Y,,,,Y,,Y,,,Y,,,,Y,,Y,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 120,,120,,,,,,,,"Common, Deep Speech, Undercommon",,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,4.00,"Mental Fortitude, Normal Spellcasting, Spider Climb",Volo's Guide to Monsters
Nightmare,Large,Fiend,NE,13,68,60,,90,,,18,15,16,10,13,15,,,,,,,,,,,,,,,,,,,,,,,,,Fireimmu,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,"Abyssal, Common, Infernal",Y,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,3.00,"Confer Fire Resistance, Illumination",Monster Manual
Nilbog,Small,Humanoid (Goblinoid),CE,13,7,30,,,,,8,14,10,10,8,15,,,,,,,,,,,,,,,,,,,,,,,Y,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,"COmmon, Goblin",,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,1.00,"Innate Spellcasting, Nilbogism, Nimble Escape",Volo's Guide to Monsters
Nothic,Medium,Aberration,NE,15,45,30,,,,,14,16,16,13,10,8,,,,,,,,,Y,,,,Y,,,,,Y,,,,,Y,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Truesight 120,,,120,,,,,,,Undercommon,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,2.00,Keen Sight,Monster Manual
"NPC, Abjurer",Medium,Humanoid (Any Race),ANY,12,84,30,,,,,9,14,14,18,12,11,,,,Y,Y,,,,Y,,,Y,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,Any,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.00,"Normal Spellcasting, Arcane Ward",Volo's Guide to Monsters
"NPC, Acolyte",Medium,Humanoid,ANY,10,9,30,,,,,10,10,10,10,14,11,,,,,,,,,,,,,,,,Y,,,,,Y,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,Any,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,Normal Spellcasting,Monster Manual
"NPC, Apprentice Wizard",Medium,Humanoid (Any Race),ANY,10,9,30,,,,,10,10,10,14,10,11,,,,,,,,,Y,,,Y,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,Any,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,Normal Spellcasting,Volo's Guide to Monsters
"NPC, Archdruid",Medium,Humanoid (Any Race),ANY,16,132,30,,,,,10,14,12,12,20,11,,,,Y,Y,,,,,,,,,,,Y,Y,Y,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,"Druidic, Any",,,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,12.00,Normal Spellcasting,Volo's Guide to Monsters
"NPC, Archer",Medium,Humanoid (Any Race),ANY,16,75,30,,,,,11,18,16,11,13,10,,,,,,,Y,,,,,,,,,,,Y,,,,,Y,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,Any,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,Archer's Eye,Volo's Guide to Monsters
"NPC, Archmage",Medium,Humanoid,ANY,12,99,30,,,,,10,14,12,20,15,16,,,,Y,Y,,,,Y,,,Y,,,,,,,,,,,,,"Spellres, nonmagicalres",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,Any,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.00,"Magic Resistance, Normal Spellcasting",Monster Manual
"NPC, Assassin",Medium,Humanoid,NOT GOOD,15,78,30,,,,,11,16,14,13,11,10,,,Y,Y,,,Y,,,,Y,,,,,,,Y,,,,,Y,,Poisonres,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,"Thieves' Cant, Any",,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,8.00,"Assassinate, Evasion, Sneak Attack",Monster Manual
"NPC, Bandit",Medium,Humanoid,NOT LAWFUL,12,11,30,,,,,11,12,12,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,Any,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,None,Monster Manual
"NPC, Bandit Captain",Medium,Humanoid,NOT LAWFUL,15,65,30,,,,,15,16,14,14,11,14,Y,,Y,,Y,,,,,Y,Y,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,Any,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,None,Monster Manual
"NPC, Bard",Medium,Humanoid (Any Race),ANY,15,44,30,,,,,11,14,12,10,13,14,,,Y,,Y,,Y,,,,,,,,,,,Y,Y,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,Any,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,"Normal SPellcasting, Song of Rest, Taunt",Volo's Guide to Monsters
"NPC, Berserker",Medium,Humanoid,ANY CHAOTIC,13,67,30,,,,,16,12,17,9,11,9,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,Any,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,Reckless,Monster Manual
"NPC, Blackguard",Medium,Humanoid (Any Race),NOT GOOD,18,153,30,,,,,18,11,18,11,14,15,,,,,Y,Y,,,,Y,Y,,,Y,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,Any,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.00,Normal Spellcasting,Volo's Guide to Monsters
"NPC, Champion",Medium,Humanoid (Any Race),ANY,18,143,30,,,,,20,15,14,10,14,12,Y,Y,,,,,,,,Y,,,,Y,,,,Y,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,Any,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.00,"Indomitable, Second Wind",Volo's Guide to Monsters
"NPC, Commoner",Medium,Humanoid,ANY,10,4,30,,,,,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,Any,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,None,Monster Manual
"NPC, Conjurer",Medium,Humanoid (Any Race),ANY,12,40,30,,,,,9,14,11,17,12,11,,,,Y,Y,,,,Y,,,Y,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,Any,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00,"Normal Spellcasting, Benign Transportation",Volo's Guide to Monsters
"NPC, Cult Fanatic",Medium,Humanoid,NOT GOOD,13,33,30,,,,,11,14,12,10,13,14,,,,,,,,,,,Y,,,,,,,,,Y,Y,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,Any,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,"Dark Devotion, Normal Spellcasting",Monster Manual
"NPC, Cultist",Medium,Humanoid,NOT GOOD,12,9,30,,,,,11,12,10,10,11,10,,,,,,,,,,,Y,,,,,,,,,,Y,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,Any,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,Dark Devotion,Monster Manual
"NPC, Diviner",Medium,Humanoid (Any Race),ANY,12,67,30,,,,,9,14,11,18,12,11,,,,Y,Y,,,,Y,,,Y,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,Any,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.00,"Normal Spellcasting, Portent",Volo's Guide to Monsters
"NPC, Druid",Medium,Humanoid,ANY,11,27,30,,,,,10,12,13,12,15,11,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,"Druidic, Any",,,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,Normal Spellcasting,Monster Manual
"NPC, Enchanter",Medium,Humanoid (Any Race),ANY,12,40,30,,,,,9,14,11,17,12,11,,,,Y,Y,,,,Y,,,Y,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,Any,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,Normal SPellcasting,Volo's Guide to Monsters
"NPC, Evoker",Medium,Humanoid (Any Race),ANY,12,66,30,,,,,9,14,12,17,12,11,,,,Y,Y,,,,Y,,,Y,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,Any,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.00,"Normal Spellcasting, Sculpt Spells",Volo's Guide to Monsters
"NPC, Gladiator",Medium,Humanoid,ANY,16,112,30,,,,,18,15,16,10,12,15,Y,Y,Y,Y,Y,,,,,Y,,,,Y,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,Any,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,"Brave, Brute",Monster Manual
"NPC, Guard",Medium,Humanoid,ANY,16,11,30,,,,,13,12,12,10,11,10,,,,,,,,,,,,,,,,,,Y,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,Any,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,None,Monster Manual
"NPC, Illusionist",Medium,Humanoid (Any Race),ANY,12,38,30,,,,,9,14,13,16,11,12,,,,Y,Y,,,,Y,,,Y,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,Any,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,"Normal Spellcasting, Displacement",Volo's Guide to Monsters
"NPC, Knight",Medium,Humanoid,ANY,18,52,30,,,,,16,11,14,11,11,15,,Y,,,Y,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,Any,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,Brave,Monster Manual
"NPC, Kraken Priest",Medium,Humanoid (Any Race),ANY,10,75,30,30,,,,12,10,16,10,15,14,,,,,,,,,,,,,,,,,,Y,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,Any,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,"Amphibious, Innate Spellcasting",Volo's Guide to Monsters
"NPC, Mage",Medium,Humanoid,ANY,12,40,30,,,,,9,14,11,17,12,11,,,,Y,Y,,,,Y,,,Y,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,Any,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00,Normal Spellcasting,Monster Manual
"NPC, Martial Arts Adept",Medium,Humanoid (Any Race),ANY,16,60,40,,,,,11,17,13,11,16,10,,,,,,,Y,,,,,,Y,,,,,,,,,,Y,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,Any,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,Unarmored Defense,Volo's Guide to Monsters
"NPC, Master Thief",Medium,Humanoid (Any Race),ANY,16,84,30,,,,,11,18,14,11,11,12,,,Y,Y,,,Y,,,Y,,,,,,,,Y,,,,Y,Y,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,"Any, Thieves' Cant",,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,5.00,"Cunning ACtion, Evasion, Sneak Attack",Volo's Guide to Monsters
"NPC, Necromancer",Medium,Humanoid (Any Race),ANY,12,66,30,,,,,9,14,12,17,12,11,,,,Y,Y,,,,Y,,,Y,,,,,,,,,,,,,Necroticres,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,Any,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.00,"Normal Spellcasting, Grim Harvest",Volo's Guide to Monsters
"NPC, Noble",Medium,Humanoid,ANY,15,9,30,,,,,11,12,11,12,14,16,,,,,,,,,,,Y,,Y,,,,,,,Y,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,Any,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,None,Monster Manual
"NPC, Priest",Medium,Humanoid,ANY,13,27,25,,,,,10,10,12,13,16,13,,,,,,,,,,,,,,,,Y,,,,Y,Y,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,Any,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,"Divine Eminence, Spellcasting",Monster Manual
"NPC, Scout",Medium,Humanoid,ANY,13,16,30,,,,,11,14,12,11,13,11,,,,,,,,,,,,,,,,,Y,Y,,,,,Y,Y,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,Any,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50,"Keen Hearing, Keen Sight",Monster Manual
"NPC, Spy",Medium,Humanoid,ANY,12,27,30,,,,,10,15,10,12,14,16,,,,,,,,,,,Y,,Y,,Y,,,Y,,Y,,Y,Y,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,Any,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,"Cunning Action, Sneak Attack",Monster Manual
"NPC, Swashbuckler",Medium,Humanoid (Any Race),NOT LAWFUL,17,66,30,,,,,12,18,12,14,11,15,,,,,,,Y,,,Y,,,,,,,,,,Y,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,Any,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,"Lightfooted, Suave Defense",Volo's Guide to Monsters
"NPC, Thug",Medium,Humanoid,NOT GOOD,11,32,30,,,,,15,11,14,10,10,11,,,,,,,,,,,,,,Y,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,Any,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50,Pack Tactics,Monster Manual
"NPC, Transmuter",Medium,Humanoid (Any Race),ANY,12,40,30,,,,,9,14,11,17,12,11,,,,Y,Y,,,,Y,,,Y,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,Any,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,"Normal Spellcasting, Transmuter's Stone",Volo's Guide to Monsters
"NPC, Tribal Warrior",Medium,Humanoid,ANY,12,11,30,,,,,13,11,12,8,11,8,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,Any,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,Pack Tactics,Monster Manual
"NPC, Veteran",Medium,Humanoid,ANY,17,58,30,,,,,16,13,14,10,11,10,,,,,,,,,,Y,,,,,,,,Y,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,Any,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,None,Monster Manual
"NPC, War Priest",Medium,Humanoid (Any Race),ANY,18,117,30,,,,,16,10,14,11,17,13,,Y,,,Y,,,,,,,,,Y,,,,,,,Y,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,Any,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.00,Normal Spellcasting,Volo's Guide to Monsters
"NPC, Warlock of the Archfey",Medium,Humanoid (Any Race),ANY,11,49,30,,,,,9,13,11,11,12,18,,,,,Y,Y,,,Y,,Y,,,,,,,,,Y,,,,,Charmedimmu,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Normal,,,,,Y,,,,,Any,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00,"Innate Spellcasting, Normal Spellcasting",Volo's Guide to Monsters
"NPC, Warlock of the Fiend",Medium,Humanoid (Any Race),ANY,12,78,30,,,,,10,14,15,12,12,18,,,,,Y,Y,,,Y,,Y,,,,,,,,,Y,Y,,,,"Nonmagicalres, nonsilveredres",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,Any,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.00,"Innate SPellcasting, Normal Spellcasting, Dark One's Own Luck",Volo's Guide to Monsters
"NPC, Warlock of the Great Old One",Medium,Humanoid (Any Race),ANY,12,91,30,,,,,9,14,15,12,12,18,,,,,Y,Y,,,Y,,,Y,,,,,,,,,,,,,Psychicres,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,"Any, telepathy 30",,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,30,6.00,"Innate Spellcasting, Normal Spellcasting, Whispering Aura",Volo's Guide to Monsters
"NPC, Warlord",Medium,Humanoid (Any Race),ANY,18,229,30,,,,,20,16,18,12,12,18,Y,Y,Y,,,,,,,Y,,,,Y,,,,Y,,Y,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,Any,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.00,"Indomitable, Survivor",Volo's Guide to Monsters
"Oblex, Adult",Medium,Ooze,LE,14,75,20,,,,,8,19,16,19,12,15,,,,Y,,Y,,,Y,,Y,Y,,,,,Y,Y,,,Y,,,,"Blindedimmu, charmedimmu, deafenedimmu, exhaustionimmu, proneimmu",,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,Y,,Blindsight 60,60,,,,,,,,,"Common, Any",,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,"Amorphous, Aversion to Fire, Innate Spellcasting, Sulfurous Impersonation",Mordenkainen's Tome of Foes
"Oblex, Elder",Huge,Ooze,LE,16,115,20,,,,,15,16,21,22,13,18,,,,Y,,Y,,,Y,,Y,Y,,,,,Y,Y,,,Y,,,,"Blindedimmu, charmedimmu, deafenedimmu, exhaustionimmu, proneimmu",,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,Y,,Blindsight 60,60,,,,,,,,,"Common, Any",,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.00,"Amorphous, Aversion to Fire, Innate Spellcasting, Sulfurous Impersonation",Mordenkainen's Tome of Foes
Oni,Large,Giant,LE,16,110,30,,30,,,19,11,16,14,12,15,,Y,Y,,Y,Y,,,Y,,Y,,,,,,,Y,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,"Common, Giant",,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,7.00,"Innate Spellcasting, Magic Weapons, Regeneration",Monster Manual
Orc Blade of Ilneval,Medium,Humanoid (Orc),CE,18,60,30,,,,,17,11,17,10,12,14,,,,,Y,,,,,,,,Y,Y,,,,Y,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,"Common, Orc",,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,4.00,"Aggressive, Foe Smiter of Ilneval",Volo's Guide to Monsters
Orc Claw of Luthic,Medium,Humanoid (Orc),CE,14,45,30,,,,,14,15,16,10,15,11,,,,,,,,,,,,,,Y,,Y,,,,,,,,Y,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,"COmmon, Orc",,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,2.00,"Aggressive, Normal Spellcasting",Volo's Guide to Monsters
Orc Eye of Gruumsh,Medium,Humanoid,CE,16,45,30,,,,,16,12,16,9,13,12,,,,,,,,,,,,,,Y,,,,,,,Y,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,"Common, Orc",,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,2.00,"Aggressive, Gruumsh's Fury, Normal Spellcasting",Monster Manual
Orc Hand of Yurtrus,Medium,Humanoid (Orc),CE,12,30,30,,,,,12,11,16,11,14,9,,,,,,,,,Y,,,,,Y,,Y,,,,,Y,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,"Common, Orc",,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,2.00,"Aggressive, Normal Spellcasting",Volo's Guide to Monsters
Orc Red Fang of Shargaas,Medium,Humanoid (Orc),CE,15,52,30,,,,,11,16,15,9,11,9,,,,,,,,,,,,,,Y,,,,Y,,,,,Y,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,"Common, Orc",,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,3.00,"Cunning Action, Hand of Shargaas, Shargaas' Sight, Slayer",Volo's Guide to Monsters
Orc War Chief,Medium,Humanoid,CE,16,93,30,,,,,18,12,18,11,11,16,Y,Y,,,Y,,,,,,,,,Y,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,"Common, Orc",,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,4.00,"Aggressive, Gruumsh's Fury",Monster Manual
"Orc, Orog",Medium,Humanoid,CE,18,42,30,,,,,18,12,18,12,11,12,,,,,,,,,,,,,,Y,,,,,,,,,,Y,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,"Common, Orc",,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,2.00,Aggressive,Monster Manual
"Orc, Tanarukk",Medium,"Fiend (Demon,Orc)",CE,14,95,30,,,,,18,13,20,9,9,9,,,,,,,,,,,,,,Y,,,,Y,,,,,,,"FIreres, poisonres",,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,"Abyssal, Common, Orc",Y,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,5.00,"Aggressive, Magic Resistance",Volo's Guide to Monsters
